,Nome dependencia Administrativa,Codigo Rede,Diretoria de ensino,Categoria,Tipo Escola,CodigoEscola,Codigo MEC,Nome Escola,Codigo Municipio,Municipio,Bairro,Codigo Distrito,Distrito,CEP,Complemento,Endereco,Numero,Ddd,Fone1,Fone2,Email,Zona
9765,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,192338,35192338,JULIO DE GRAMMONT EMEB,635,SAO BERNARDO DO CAMPO,PLANALTO,1,SAO BERNARDO DO CAMPO,9895400,AVENIDA,JAIME DE BARROS CAMARA DOM,209,11,43417769,43418342,JULIO.GRAMMONT@SAOBERNARDO.SP.GOV.BR,1
9766,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,448059,35448059,KAROLINA ZOFIA LEWANDOWSKA EMEB,635,SAO BERNARDO DO CAMPO,ALVARENGA,1,SAO BERNARDO DO CAMPO,9842100,ESTRADA,CAMA PATENTE ,510,11,43576992,,KAROLINA.ZOFIA@SAOBERNARDO.SP.GOV.BR,1
9767,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,217694,35217694,KAZUE FUZINAKA PROFA EMEB,635,SAO BERNARDO DO CAMPO,RUDGE RAMOS,1,SAO BERNARDO DO CAMPO,9623020,RUA,JOAO MENEGHEL ,233,11,43651867,43683278,KAZUE.FUZINAKA@SAOBERNARDO.SP.GOV.BR,1
9768,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,51019,35051019,KIYOSHI TANAKA VEREADOR EMEB,635,SAO BERNARDO DO CAMPO,RUDGE RAMOS,1,SAO BERNARDO DO CAMPO,9623020,RUA,JOAO MENEGHEL ,222,11,43687766,,KIYOSHI.TANAKA@SAOBERNARDO.SP.GOV.BR,1
9769,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,298414,35298414,LAURA LOPES EMEF,636,SAO CAETANO DO SUL,PROSPERIDADE,1,SAO CAETANO DO SUL,9550560,RUA,CORAL ,155,11,42241049,42267693,EMEF.LAURALOPES@SAOCAETANODOSUL.SP.GOV.BR,1
9770,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,51073,35051073,LAURO GOMES EMEB,635,SAO BERNARDO DO CAMPO,RUDGE RAMOS,1,SAO BERNARDO DO CAMPO,9626130,RUA,PIAGENTINI ,79,11,43652371,43681865,LAURO.GOMES@SAOBERNARDO.SP.GOV.BR,1
9771,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,295127,35295127,LEANDRO KLEIN EMEF,636,SAO CAETANO DO SUL,NOVA GERTY,1,SAO CAETANO DO SUL,9572690,RUA,PRESTES MAIA ,100,11,42326023,,EMEF.LEANDROKLEIN@SAOCAETANODOSUL.SP.GOV.BR,1
9772,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,242068,35242068,LEO COMMISSARI PADRE EMEB,635,SAO BERNARDO DO CAMPO,FERRAZOPOLIS,1,SAO BERNARDO DO CAMPO,9790460,RUA,NEUSA COELHO ,80,11,41274208,41277374,LEO.COMMISSARI@SAOBERNARDO.SP.GOV.BR,1
9773,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,51007,35051007,LEONARDO NUNES PADRE EMEB,635,SAO BERNARDO DO CAMPO,CENTRO,1,SAO BERNARDO DO CAMPO,9725440,AVENIDA,FLAQUER SENADOR,232,11,41254747,41256610,LEONARDO.NUNES@SAOBERNARDO.SP.GOV.BR,1
9774,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,230054,35230054,LOIDE UNGARETTI TORRES PROFA EMEB ,635,SAO BERNARDO DO CAMPO,VILA NOVA DIVINEIA,1,SAO BERNARDO DO CAMPO,9841280,TRAVESSA,RUA PRINCIPAL,1,11,43516127,43566231,LOIDE.UNGARETTI@SAOBERNARDO.SP.GOV.BR,1
9775,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,278531,35278531,LOPES TROVAO EMEB,635,SAO BERNARDO DO CAMPO,INDEPENDENCIA,1,SAO BERNARDO DO CAMPO,9861390,RUA,AUSTRALIA ,120,11,43437279,43438080,LOPES.TROVAO@SAOBERNARDO.SP.GOV.BR,1
9776,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,99348,35099348,LORENZO ENRICO FELICE LORENZETTI EMEB,635,SAO BERNARDO DO CAMPO,PARQUE BOTUJURU,2,RIACHO GRANDE,9822030,ESTRADA,VERGUEIRO ,201,11,41019600,43549007,LORENZO.LORENZETTI@SAOBERNARDO.SP.GOV.BR,1
9777,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,50787,35050787,LOURENCO FILHO EMEB,635,SAO BERNARDO DO CAMPO,PLANALTO,1,SAO BERNARDO DO CAMPO,9890080,RUA,EUNICE WEAVER ,70,11,43416722,,LOURENCO.FILHO@SAOBERNARDO.SP.GOV.BR,1
9778,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,230066,35230066,LUANA LINO DE SOUZA EMEB,635,SAO BERNARDO DO CAMPO,DOS CASA,1,SAO BERNARDO DO CAMPO,9840845,RUA,CARLOS CESAR DE CARVALHO ,230,11,43583339,43585985,LUANA.LINO@SAOBERNARDO.SP.GOV.BR,1
9779,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,298426,35298426,LUIZ CAPRA PADRE EMEF,636,SAO CAETANO DO SUL,NOVA GERTY,1,SAO CAETANO DO SUL,9580120,RUA,BUSCH ,42,11,42324727,42381633,EMEF.LUIZCAPRA@SAOCAETANODOSUL.SP.GOV.BR,1
9780,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,565573,35565573,LUIZ GUSHIKEN CENTRO EDUCACIONAL UNIFICADO,635,SAO BERNARDO DO CAMPO,ALVES DIAS,1,SAO BERNARDO DO CAMPO,9852700,RUA,VOLTA REDONDA ,207,11,41221341,,CEU.LUIZGUSHIKEN@SAOBERNARDO.SP.GOV.BR,1
9781,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,51317,35051317,LUIZ JOSE GIORGETTI EMEI,636,SAO CAETANO DO SUL,SANTA MARIA,1,SAO CAETANO DO SUL,9560570,RUA,IVAI ,63,11,42243753,,LUCIANA.BARROS@SAOCAETANODOSUL.SP.GOV.BR,1
9782,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,122750,35122750,LUIZ OLINTO TORTORELLO EMEF,636,SAO CAETANO DO SUL,CERAMICA,1,SAO CAETANO DO SUL,9531090,RUA,RUA JOSE BENEDETTI ,550,11,42290883,,EMEF.TORTORELLO@SAOCAETANODOSUL.SP.GOV.BR,1
9783,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,452361,35452361,MADRE CELINA POLCI ESCOLA MUNICIPAL,635,SAO BERNARDO DO CAMPO,BAETA NEVES,1,SAO BERNARDO DO CAMPO,9751450,RUA,BARRETOS ,217,11,41221605,,CELINA.POLCI@SAOBERNARDO.SP.GOV.BR,1
9784,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,230078,35230078,MANOEL TORRES DE OLIVEIRA EMEB,635,SAO BERNARDO DO CAMPO,JARDIM LIMPAO,1,SAO BERNARDO DO CAMPO,9781610,RUA,RUA PAULISTA,25,11,41270485,,MANOEL.TORRES@SAOBERNARDO.SP.GOV.BR,1
9785,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,50829,35050829,MANUEL DA NOBREGA PADRE EMEB,635,SAO BERNARDO DO CAMPO,JORDANOPOLIS,1,SAO BERNARDO DO CAMPO,9891420,AVENIDA,ANCHIETA PADRE,834,11,41780985,43612201,MANUEL.NOBREGA@SAOBERNARDO.SP.GOV.BR,1
9786,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,430134,35430134,MARCELO PERES RIBEIRO EMEB,635,SAO BERNARDO DO CAMPO,ALVES DIAS,1,SAO BERNARDO DO CAMPO,9851135,RUA,CAMINHO DA EDUCACAO ,300,11,43521367,,MARCELO.RIBEIRO@SAOBERNARDO.SP.GOV.BR,1
9787,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,77513,35077513,MARCELO ROBERTO DIAS EMEB,635,SAO BERNARDO DO CAMPO,BATISTINI,1,SAO BERNARDO DO CAMPO,9842040,RUA,AUGUSTO VINTURINI ,206,11,43572741,43575046,MARCELO.ROBERTO@SAOBERNARDO.SP.GOV.BR,1
9788,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,227924,35227924,MARCOS ROGERIO DA ROSA EMEB,635,SAO BERNARDO DO CAMPO,JARDUM IPE,1,SAO BERNARDO DO CAMPO,9840000,ESTRADA,ESTRADA DOS CASA,3681,11,41096171,43516367,MARCOS.ROGERIO@SAOBERNARDO.SP.GOV.BR,1
9789,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,217700,35217700,MARIA ADELAIDE EMEB,635,SAO BERNARDO DO CAMPO,VILA EUCLIDES,1,SAO BERNARDO DO CAMPO,9725443,AVENIDA,FLAQUER SENADOR,979,11,41224718,43305014,MARIA.ADELAIDE@SAOBERNARDO.SP.GOV.BR,1
9790,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,452427,35452427,MARIA ADELAIDE ROSSI ESCOLA MUNICIPAL,635,SAO BERNARDO DO CAMPO,CENTRO,1,SAO BERNARDO DO CAMPO,9725440,AVENIDA,SENADOR FLAQUER,385,11,43303988,,ERFBOBRZYK@HOTMAIL.COM,1
9791,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,229957,35229957,MARIA ANSELMA VIEIRA IRMA EMEB,635,SAO BERNARDO DO CAMPO,JARDIM CALUX,1,SAO BERNARDO DO CAMPO,9895740,RUA,RUA ARALDO ARMANI,461,11,43415733,,MARIA.ANSELMA@SAOBERNARDO.SP.GOV.BR,1
9792,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,51329,35051329,MARIA D'AGOSTINI PREMI,636,SAO CAETANO DO SUL,MAUA,1,SAO CAETANO DO SUL,9580590,RUA,RUA DESIREE MALATEAUX,129,11,42328389,,LUCIANA.BARROS@SAOCAETANODOSUL.SP.GOV.BR,1
9793,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,217712,35217712,MARIA JOSE MATTAR JORGE PROFA EMEB,635,SAO BERNARDO DO CAMPO,JARDIM OLAVO BILAC,1,SAO BERNARDO DO CAMPO,9725810,RUA,TRES DE MAIO ,203,11,41223063,,MATTAR.JORGE@SAOBERNARDO.SP.GOV.BR,1
9794,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,194256,35194256,MARIA JOSE RODRIGUES EMEB,635,SAO BERNARDO DO CAMPO,DOS FINCO,1,SAO BERNARDO DO CAMPO,9831505,ESTRADA,HENRIQUE ROSA ,753,11,43549829,43850249,MARIA.JOSE.RODRIGUES@SAOBERNARDO.SP.GOV.BR,1
9795,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,217578,35217578,MARIA JUSTINA DE CAMARGO PROFA EMEB,635,SAO BERNARDO DO CAMPO,INDEPENDENCIA,1,SAO BERNARDO DO CAMPO,9860040,RUA,ANTONIO PEREIRA DE MATOS ,100,11,43436560,43438933,MARIA.JUSTINA@SAOBERNARDO.SP.GOV.BR,1
9796,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,201546,35201546,MARIA PANARIELO LEANDRINI EMI,636,SAO CAETANO DO SUL,NOVA GERTY,1,SAO CAETANO DO SUL,9572640,RUA,RUA SEBASTIAO GOMES LIMA,60,11,42324455,,LUCIANA.BARROS@SAOCAETANODOSUL.SP.GOV.BR,1
9797,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,278543,35278543,MARIA ROSA BARBOSA EMEB,635,SAO BERNARDO DO CAMPO,DOS CASA,1,SAO BERNARDO DO CAMPO,9850020,RUA,LEONARDO MARTINS NETO ,1060,11,43428321,43522930,MARIA.ROSA.BARBOSA@SAOBERNARDO.SP.GOV.BR,1
9798,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,51330,35051330,MARIA SIMONETTI THOME EMI,636,SAO CAETANO DO SUL,CERAMICA,1,SAO CAETANO DO SUL,9530460,RUA,ANTONIO JOAO TENENTE,413,11,42296787,,LUCIANA.BARROS@SAOCAETANODOSUL.SP.GOV.BR,1
9799,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,278488,35278488,MARIA THEREZINHA BESANA PROFA EMEB,635,SAO BERNARDO DO CAMPO,BAETA NEVES,1,SAO BERNARDO DO CAMPO,9761000,RUA,VIANAS ,2897,11,41233357,43305568,MARIA.THEREZINHA.BESANA@SAOBERNARDO.SP.GOV.BR,1
9800,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,77525,35077525,MARIANA BENVINDA DA COSTA EMEB,635,SAO BERNARDO DO CAMPO,FERRAZOPOLIS,1,SAO BERNARDO DO CAMPO,9781120,RUA,AURELIANO DE SOUZA ,1,11,41273997,43350282,MARIANA.BENVINDA@SAOBERNARDO.SP.GOV.BR,1
9801,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,95333,35095333,MARIANA NEVES INTERLICHE EMEB,635,SAO BERNARDO DO CAMPO,JARDIM LAVINIA,1,SAO BERNARDO DO CAMPO,9811060,RUA,RUA ANGELO PESSOTTI,442,11,41095619,43539935,MARIANA.NEVES@SAOBERNARDO.SP.GOV.BR,1
9802,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,270039,35270039,MARILENE DE OLIVEIRA LAROCCA EMEI,636,SAO CAETANO DO SUL,SANTA MARIA,1,SAO CAETANO DO SUL,9560380,RUA,HUMBERTO DE ALENCAR CASTELO BRANCO GENERAL,231,11,42204855,42205051,EMEI.MARILENELAROCCA@SAOCAETANODOSUL.SP.GOV.BR,1
9803,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,201558,35201558,MARILY CHINAGLIA BONAPARTE EMI,636,SAO CAETANO DO SUL,SANTA MARIA,1,SAO CAETANO DO SUL,9561001,ALAMEDA,PORTO ALEGRE CONDE,1540,11,42204008,,EMI.MARILY@SAOCAETANODOSUL.SP.GOV.BR,1
9804,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,282923,35282923,MARINEIDA MENEGHELLI DE LUCCA PROFA EMEB,635,SAO BERNARDO DO CAMPO,MONTANHAO,1,SAO BERNARDO DO CAMPO,9784000,AVENIDA,PEDRO DE ALCANTARA DOM,235,11,41276410,43354235,MARINEIDA@SAOBERNARDO.SP.GOV.BR,1
9805,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,50945,35050945,MARIO DE ANDRADE EMEB,635,SAO BERNARDO DO CAMPO,ANCHIETA,1,SAO BERNARDO DO CAMPO,9607155,RUA,TIJUCA ,263,11,41771428,41772861,MARIO.ANDRADE@SAOBERNARDO.SP.GOV.BR,1
9806,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,217724,35217724,MARIO MARTINS DE ALMEIDA EMEB,635,SAO BERNARDO DO CAMPO,CENTRO,1,SAO BERNARDO DO CAMPO,9715240,RUA,JOAO SAO,133,11,41270721,41270798,MARIO.MARTINS@SAOBERNARDO.SP.GOV.BR,1
9807,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,79085,35079085,MARLY BUISSA CHIEDDE ESCOLA MUNICIPAL,635,SAO BERNARDO DO CAMPO,DEMARCHI,1,SAO BERNARDO DO CAMPO,9820340,RUA,VALDOMIRO LUIZ ,180,11,43964546,43965566,MARLY.BUISSA@SAOBERNARDO.SP.GOV.BR,1
9808,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,247625,35247625,MATHEUS CONSTANTINO EMI,636,SAO CAETANO DO SUL,OSWALDO CRUZ,1,SAO CAETANO DO SUL,9571300,RUA,RUA SILVIA,1743,11,42312659,,LUCIANA.BARROS@SAOCAETANODOSUL.SP.GOV.BR,1
9809,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,95369,35095369,MAURICIO CAETANO DE CASTRO EMEB,635,SAO BERNARDO DO CAMPO,SANTA TEREZINHA,1,SAO BERNARDO DO CAMPO,9781420,RUA,FIORAVANTE BORIN ,66,11,41275804,43359483,MAURICIO.CCASTRO@SAOBERNARDO.SP.GOV.BR,1
9810,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,278497,35278497,MAURICIO CAETANO DE CASTRO II EMEB,635,SAO BERNARDO DO CAMPO,ALVES DIAS,1,SAO BERNARDO DO CAMPO,9850450,RUA,ALEXANDRE BONICIO ,259,11,41092988,43515499,MAURICIO.CCASTRO2@SAOBERNARDO.SP.GOV.BR,1
9811,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,51081,35051081,MONTEIRO LOBATO EMEB,635,SAO BERNARDO DO CAMPO,CENTRO,1,SAO BERNARDO DO CAMPO,9770000,AVENIDA,FRANCISCO PRESTES MAIA ,350,11,41225217,41255959,MONTEIRO.LOBATO@SAOBERNARDO.SP.GOV.BR,1
9812,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,99338,35099338,MOYSES CHEID EMEB,635,SAO BERNARDO DO CAMPO,COOPERATIVA,1,SAO BERNARDO DO CAMPO,9851707,RUA,JOAO XXIII ,660,11,43921110,43922389,MOYSES.CHEID@SAOBERNARDO.SP.GOV.BR,1
9813,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,281979,35281979,NADIA APARECIDA ISSA PINA PROFA EMEB,635,SAO BERNARDO DO CAMPO,NOVA PETROPOLIS,1,SAO BERNARDO DO CAMPO,9770272,AVENIDA,LEOPOLDINA IMPERATRIZ,1080,11,41215234,41224672,NADIA.PINA@SAOBERNARDO.SP.GOV.BR,1
9814,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,452440,35452440,NAIR DA SILVA PRATA ESCOLA MUNICIPAL,635,SAO BERNARDO DO CAMPO,PLANALTO,1,SAO BERNARDO DO CAMPO,9895050,RUA,ALBERTO MENDES JUNIOR CAPITAO,96,11,43414855,,NAIR.PRATA@SAOBERNARDO.SP.GOV.BR,1
9815,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,282029,35282029,NATALINA CUZZIOL FERRO EMEB,635,SAO BERNARDO DO CAMPO,PARQUE TERRA NOVA II,1,SAO BERNARDO DO CAMPO,9820780,RUA,SALIM MAHFOUD ,965,11,43933231,43966339,NATALINA.CUZZIOL@SAOBERNARDO.SP.GOV.BR,1
9816,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,79091,35079091,NEUSA BASSETTO EMEBE,635,SAO BERNARDO DO CAMPO,RUDGE RAMOS,1,SAO BERNARDO DO CAMPO,9619110,RUA,ISAC GARCEZ ENGENHEIRO,90,11,41771973,43622035,NEUSA.BASSETTO@SAOBERNARDO.SP.GOV.BR,1
9817,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,227936,35227936,NEUSA MACELLARO CALLADO MORAES PROFA EMEB,635,SAO BERNARDO DO CAMPO,ASSUNCAO,1,SAO BERNARDO DO CAMPO,9810170,RUA,ANTONIO DE SOUZA LIMA PADRE,SN,11,41098453,41098585,NEUSA.MACELLARO@SAOBERNARDO.SP.GOV.BR,1
9818,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,282911,35282911,NILO CAMPOS GOMES PROF EMEB,635,SAO BERNARDO DO CAMPO,JARDIM SILVINA,1,SAO BERNARDO DO CAMPO,9791180,RUA,RUA FLORA BULCAO LEANDRO VERTEMATE,160,11,41275428,43354337,NILO.CAMPOS@SAOBERNARDO.SP.GOV.BR,1
9819,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,217591,35217591,OCTAVIO EDGARD DE OLIVEIRA EMEB,635,SAO BERNARDO DO CAMPO,BATISTINI,1,SAO BERNARDO DO CAMPO,9842200,RUA,JOAO SALDANHA ,424,11,43572844,43578282,OTAVIO.EDGARD@SAOBERNARDO.SP.GOV.BR,1
9820,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,51342,35051342,OCTAVIO TEGAO EMEI,636,SAO CAETANO DO SUL,MAUA,1,SAO CAETANO DO SUL,9580370,RUA,RUA CAPIVARI,627,11,42339863,,LUCIANA.BARROS@SAOCAETANODOSUL.SP.GOV.BR,1
9821,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,217585,35217585,ODEMIR FURLAN DEPUTADO EMEB,635,SAO BERNARDO DO CAMPO,BATISTINI,1,SAO BERNARDO DO CAMPO,9844220,RUA,JANDIR CARVALHO LANES ,263,11,43470888,,ODEMIR.FURLAN@SAOBERNARDO.SP.GOV.BR,1
9822,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,385273,35385273,ODETE MARIA RAMOS PINTO IRMA EMEB,635,SAO BERNARDO DO CAMPO,MONTANHAO,1,SAO BERNARDO DO CAMPO,9784145,RUA,COMUNIDADE ,160,11,43386289,,IRMA.ODETE@SAOBERNARDO.SP.GOV.BR,1
9823,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,95370,35095370,ODETTE EDITH PERIGO DE LIMA EMEB,635,SAO BERNARDO DO CAMPO,BAETA NEVES,1,SAO BERNARDO DO CAMPO,9760372,RUA,GIACINTO TOGNATO ,2400,11,41216870,43308858,ODETTE.LIMA@SAOBERNARDO.SP.GOV.BR,1
9824,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,50969,35050969,OLAVO BILAC EMEB,635,SAO BERNARDO DO CAMPO,RUDGE RAMOS,1,SAO BERNARDO DO CAMPO,9619000,AVENIDA,CARLOS DE CAMPOS DOUTOR,5,11,43623576,43682369,OLAVO.BILAC@SAOBERNARDO.SP.GOV.BR,1
9825,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,448072,35448072,OLEGARIO JOSE GODOY EMEB SOROCABINHA,635,SAO BERNARDO DO CAMPO,FERRAZOPOLIS,1,SAO BERNARDO DO CAMPO,9781220,RUA,TIRADENTES ,1913,11,43352141,,OLEGARIO.GODOY@SAOBERNARDO.SP.GOV.BR,1
9826,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,430651,35430651,OLYNTHO VOLTARELLI FILHO PROF EMEF,636,SAO CAETANO DO SUL,OSVALDO CRUZ,1,SAO CAETANO DO SUL,9571200,AVENIDA,PARAISO ,520,11,42264178,42320757,LUCIANA.BARROS@SAOCAETANODOSUL.SP.GOV.BR,1
9827,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,91674,35091674,ONDINA IGNEZ DE OLIVEIRA EMEB,635,SAO BERNARDO DO CAMPO,DOS CASA,1,SAO BERNARDO DO CAMPO,9850590,RUA,CANDIDO JOSE CASA ,177,11,41092977,43527046,ONDINA.IGNEZ@SAOBERNARDO.SP.GOV.BR,1
9828,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,51354,35051354,ORLANDO MORETTO EMEI,636,SAO CAETANO DO SUL,CERAMICA,1,SAO CAETANO DO SUL,9581160,RUA,ARMANDO DE ARRUDA PEREIRA ENGENHEIRO,120,11,42272411,42295485,EMEI.ORLANDOMORETTO@SAOCAETANODOSUL.SP.GOV.BR,1
9829,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,477904,35477904,OSCAR NIEMEYER ARQUITETO EMEFM,636,SAO CAETANO DO SUL,OSVALDO CRUZ - NOVA GERTY,1,SAO CAETANO DO SUL,9571200,AVENIDA,PARAISO,600,11,42283299,,EMEFM.NIEMEYER@SAOCAETANODOSUL.SP.GOV.BR,1
9830,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,298438,35298438,OSWALDO SAMUEL MASSEI EMEF,636,SAO CAETANO DO SUL,OSVALDO CRUZ,1,SAO CAETANO DO SUL,9571430,RUA,GIOVANI PERUCCHI ,190,11,42386411,42388694,EMEF.MASSEI@SAOCAETANODOSUL.SP.GOV.BR,1
9831,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,217736,35217736,OTILIO DE OLIVEIRA PROF EMEB,635,SAO BERNARDO DO CAMPO,RUDGE RAMOS,1,SAO BERNARDO DO CAMPO,9635100,RUA,LONDRINA ,350,11,41771946,43624544,OTILIO.OLIVEIRA@SAOBERNARDO.SP.GOV.BR,1
9832,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,50885,35050885,PASCHOAL CARLOS MAGNO EMEB,635,SAO BERNARDO DO CAMPO,TABOAO,1,SAO BERNARDO DO CAMPO,9671040,RUA,NIGERIA ,50,11,41782502,43610047,PASCHOAL.CMAGNO@SAOBERNARDO.SP.GOV.BR,1
9833,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,246451,35246451,PAULO FREIRE PROFESSOR EMEB,635,SAO BERNARDO DO CAMPO,DOS FINCO,1,SAO BERNARDO DO CAMPO,9831505,ESTRADA,HENRIQUE ROSA ,411,11,41016880,41016962,PAULO.FREIRE@SAOBERNARDO.SP.GOV.BR,1
9834,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,212097,35212097,PAULO MORANDO EMEB,635,SAO BERNARDO DO CAMPO,BATISTINI,1,SAO BERNARDO DO CAMPO,9843740,RUA,MATO GROSSO ,44,11,43574994,,PAULO.MORANDO@SAOBERNARDO.SP.GOV.BR,1
9835,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,217608,35217608,PAULO TEIXEIRA DE CAMARGO PROF EMEB,635,SAO BERNARDO DO CAMPO,TABOAO,1,SAO BERNARDO DO CAMPO,9663060,RUA,LUZERN ,271,11,41784944,41785850,PAULO.TEIXEIRA@SAOBERNARDO.SP.GOV.BR,1
9836,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,217612,35217612,PEDRO AUGUSTO GOMES CARDIM PROF EMEB,635,SAO BERNARDO DO CAMPO,ASSUNCAO,1,SAO BERNARDO DO CAMPO,9861600,RUA,TERESINA CAPITANEO FANTINATI ,200,11,41092677,41098700,GOMES.CARDIM@SAOBERNARDO.SP.GOV.BR,1
9837,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,51366,35051366,PEDRO JOSE LORENZINI EMEI,636,SAO CAETANO DO SUL,SANTA PAULA,1,SAO CAETANO DO SUL,9541300,RUA,RUA MARECHAL DEODORO,445,11,42213417,,LUCIANA.BARROS@SAOCAETANODOSUL.SP.GOV.BR,1
9838,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,50854,35050854,PEDRO MORASSI EMEB,635,SAO BERNARDO DO CAMPO,DEMARCHI,1,SAO BERNARDO DO CAMPO,9820420,RUA,ANDREA DEMARCHI ,145,11,43476907,43477222,PEDRO.MORASSI@SAOBERNARDO.SP.GOV.BR,1
9839,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,51408,35051408,PRIMEIRO DE MAIO EMEI,636,SAO CAETANO DO SUL,SANTO ANTONIO,1,SAO CAETANO DO SUL,9521300,AVENIDA,RUA RAFAEL CORREA SAMPAIO,584,11,42214965,,LUCIANA.BARROS@SAOCAETANODOSUL.SP.GOV.BR,1
9840,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,278506,35278506,RAMIRO GONCALEZ FERNANDES EMEB,635,SAO BERNARDO DO CAMPO,TABOAO,1,SAO BERNARDO DO CAMPO,9671040,RUA,NIGERIA ,80,11,41784448,43617472,RAMIRO.GONCALEZ@SAOBERNARDO.SP.GOV.BR,1
9841,MUNICIPAL,10606,SAO BERNARDO DO CAMPO,1,0,469750,35469750,REGINA ROCCO BLOCO A CENTRO EDUCACIONAL UNIFICADO,635,SAO BERNARDO DO CAMPO,VILA DO TANQUE,1,SAO BERNARDO DO CAMPO,9781220,RUA,AVENIDA TIRADENTES,1845,11,43305594,,RODRIGUESAGDA@UOL.COM.BR,1
